sample_id,target_object,region,comparison,high_text,comparison_text,high_answer_class,comparison_answer_class,high_hallucinated,comparison_hallucinated,paired_advantage
sample_000379,bicycle,context,random,"Yes, there is a bicycle in the image, and it is the main focus of the scene.","Yes, there is a bicycle in the image, and it is the main focus of the scene.",yes,yes,1,1,0
sample_000380,cat,context,random,"No, there is no cat in the image. The image features a wooden object, possibly a piece of furniture or a sculpture, with a metal or wooden base.","No, there is no cat in the image. The image features a wooden object, possibly a piece of art or a sculpture, with a close-up view.",no,no,0,0,0
sample_000381,bench,context,random,"Yes, there is a bench in the image, located in the middle of a yard.","Yes, there is a bench in the image, located in the middle of a yard.",yes,yes,1,1,0
sample_000382,dog,context,random,"Yes, there is a dog in the image, and it is running on the dirt ground.","Yes, there is a dog in the image, and it is running on the dirt ground.",yes,yes,1,1,0
sample_000383,bench,context,random,"Yes, there is a bench in the image, located in the middle of the room.","Yes, there is a bench in the image, located in the middle of the room.",yes,yes,1,1,0
sample_000384,dog,context,random,"Yes, there is a dog in the image. It is standing in a yard near a fence and a tree.","Yes, there is a dog in the image. It is standing in a backyard near a tree.",yes,yes,1,1,0
sample_000385,bus,context,random,"No, there is no bus in the image. The image features a street with cars and a truck driving down it.","No, there is no bus in the image. The image features a street with cars and a truck driving down it.",no,no,0,0,0
sample_000387,car,context,random,"Yes, there is a car in the image, and the two jockeys are riding their horses past it.","Yes, there is a car in the image, and the jockeys are riding their horses past it.",yes,yes,1,1,0
sample_000388,bench,context,random,"Yes, there is a bench in the image, and a person is sleeping on it.","Yes, there is a bench in the image, and it is located next to a parking meter.",yes,yes,1,1,0
sample_000389,dog,context,random,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000390,chair,context,random,"Yes, there is a chair in the image, and it is located next to the plate of food.","Yes, there is a chair in the image, and it is located next to the plate of food.",yes,yes,1,1,0
sample_000391,bottle,context,random,"No, there is no bottle in the image. The image features a toaster with a face drawn on it, placed on a tiled floor.","No, there is no bottle in the image. The image features a toaster with a face drawn on it, placed on a tiled floor.",no,no,0,0,0
sample_000392,dog,context,random,"Yes, there is a dog in the image. It is standing next to a red fire hydrant.","Yes, there is a dog in the image. It is standing next to a red fire hydrant.",yes,yes,1,1,0
sample_000393,cat,context,random,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000394,bottle,context,random,"Yes, there is a bottle in the image, which is located next to the computer.","Yes, there is a bottle in the image, which is located next to the computer.",yes,yes,1,1,0
sample_000395,cat,context,random,"No, there is no cat in the image. The image features a dog lying on a couch.","No, there is no cat in the image. The image features a dog lying on a couch.",no,no,0,0,0
sample_000396,bus,context,random,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000397,chair,context,random,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000398,chair,context,random,"Yes, there is a chair in the image, and a young boy is sitting on it.","Yes, there is a chair in the image, and a young boy is sitting on it.",yes,yes,1,1,0
sample_000399,bus,context,random,"Yes, there is a bus in the image, and it is parked in a parking lot.","Yes, there is a bus in the image, and it is parked in a parking lot.",yes,yes,1,1,0
sample_000400,bus,context,random,"Yes, there is a bus in the image, driving down the street in front of a building.","Yes, there is a bus in the image, driving down the street in front of a building.",yes,yes,1,1,0
sample_000403,bottle,context,random,"Yes, there is a bottle in the image, which is placed on the table along with the plates of food.","Yes, there is a bottle in the image, which is placed on the table along with the plates of food.",yes,yes,1,1,0
sample_000404,bottle,context,random,"Yes, there is a bottle in the image, which is placed next to the pizza on the table.","Yes, there is a bottle in the image, which is placed next to the pizza on the table.",yes,yes,1,1,0
sample_000405,cat,context,random,"Yes, there is a cat in the image, lying on a bed next to a stuffed teddy bear.","Yes, there is a cat in the image, lying on a bed next to a stuffed teddy bear.",yes,yes,1,1,0
sample_000406,dog,context,random,"Yes, there is a dog in the image, and it is located near a fruit stand.","Yes, there is a dog in the image, and it is standing next to a person.",yes,yes,1,1,0
sample_000407,car,context,random,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000408,cat,context,random,"No, there is no cat in the image. The image features a person looking into a refrigerator.","No, there is no cat in the image. The image features a person looking into a refrigerator.",no,no,0,0,0
sample_000409,bus,context,random,"Yes, there is a bus in the image, and a group of people is huddled around it.","Yes, there is a bus in the image, and a group of people is standing around it.",yes,yes,1,1,0
sample_000410,chair,context,random,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image, located in the living room.",yes,yes,1,1,0
sample_000411,chair,context,random,"No, there is no chair in the image. The image features a plate of food on a table.","No, there is no chair in the image. The image features a plate of food on a table.",no,no,0,0,0
sample_000412,chair,context,random,"Yes, there is a chair in the image, and the dog is sitting on it.","Yes, there is a chair in the image, and the dog is sitting on it.",yes,yes,1,1,0
sample_000413,bench,context,random,"Yes, there is a bench in the image, and a man is sitting on it.","Yes, there is a bench in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000414,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000415,chair,context,random,"Yes, there is a chair in the image, and it is located next to a table.","Yes, there is a chair in the image, and it is located in front of a table.",yes,yes,1,1,0
sample_000416,chair,context,random,"No, there is no chair in the image. The man is sitting on a wooden table.","Yes, there is a chair in the image, and a man is sitting on it.",no,yes,0,1,1
sample_000417,dog,context,random,"Yes, there is a dog in the image, and it is sitting in front of a window.","Yes, there is a dog in the image, sitting on a pile of clothes.",yes,yes,1,1,0
sample_000418,chair,context,random,"Yes, there is a chair in the image, and it is located near a table.","Yes, there is a chair in the image, and it is located near a table.",yes,yes,1,1,0
sample_000419,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image, located in a garden setting.",yes,yes,1,1,0
sample_000420,car,context,random,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000421,cat,context,random,"No, there is no cat in the image. The image features a computer keyboard and a computer mouse on the floor.","No, there is no cat in the image. The image features a computer keyboard and a computer mouse on the floor.",no,no,0,0,0
sample_000422,car,context,random,"Yes, there is a car in the image, and the skateboarders are riding past it.","Yes, there is a car in the image, and the skateboarders are riding past it.",yes,yes,1,1,0
sample_000423,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image. It is located outside of a building, possibly a restaurant or a cafe.",yes,yes,1,1,0
sample_000424,chair,context,random,"Yes, there is a chair in the image, and a little girl is sitting in it.","Yes, there is a chair in the image, and a little girl is sitting in it.",yes,yes,1,1,0
sample_000425,chair,context,random,"Yes, there is a chair in the image, and the girl is standing next to it.","Yes, there is a chair in the image, and the girl is standing next to it.",yes,yes,1,1,0
sample_000426,bench,context,random,"Yes, there is a bench in the image, and two people are sitting on it.","Yes, there is a bench in the image, and two people are sitting on it.",yes,yes,1,1,0
sample_000427,car,context,random,"Yes, there is a car in the image, and it is parked on the side of the street.","Yes, there is a car in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000430,bus,context,random,"No, there is no bus in the image. The image shows a street with a car and a building in the background.","No, there is no bus in the image. The image shows a street with a car and a building in the background.",no,no,0,0,0
sample_000431,bicycle,context,random,"No, there is no bicycle in the image. The image features a living room with a Christmas tree, a table, chairs, and a television.","No, there is no bicycle in the image. The image features a living room with a Christmas tree, a table, chairs, and a television.",no,no,0,0,0
sample_000432,bench,context,random,"Yes, there is a bench in the image, and it is located next to the television.","Yes, there is a bench in the image, and it is located next to the television.",yes,yes,1,1,0
sample_000433,bus,context,random,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000434,car,context,random,"Yes, there is a car in the image, which is parked on the side of the road.","Yes, there is a car in the image, which is parked on the side of the road.",yes,yes,1,1,0
sample_000435,chair,context,random,"Yes, there is a chair in the image, and a man is sitting in it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000436,dog,context,random,"No, there is no dog in the image. The image features a person taking a picture of their car window, which includes a reflection of a person and a dog.","No, there is no dog in the image. The image features a person taking a picture of their car window, which includes a reflection of a person and a dog.",no,no,0,0,0
sample_000437,chair,context,random,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000438,bottle,context,random,"Yes, there is a bottle in the image, which is placed next to the plate of food.","Yes, there is a bottle in the image, which is placed next to the plate of food.",yes,yes,1,1,0
sample_000439,car,context,random,"Yes, there is a car in the image, and it is parked next to the man and the bicycles.","Yes, there is a car in the image, and it is parked next to the man and the bicycles.",yes,yes,1,1,0
sample_000440,chair,context,random,"Yes, there is a chair in the image, located near the child who is holding a toothbrush.","Yes, there is a chair in the image, located near the child who is holding a toothbrush.",yes,yes,1,1,0
sample_000441,chair,context,random,"Yes, there is a chair in the image, located next to the kitchen table.","Yes, there is a chair in the image, located next to the kitchen table.",yes,yes,1,1,0
sample_000442,chair,context,random,"Yes, there is a chair in the image, located in front of a table.","Yes, there is a chair in the image, located in front of a table.",yes,yes,1,1,0
sample_000443,chair,context,random,"Yes, there is a chair in the image, which is placed in front of a fireplace.","Yes, there is a chair in the image, which is placed in front of a fireplace.",yes,yes,1,1,0
sample_000444,bench,context,random,"Yes, there is a bench in the image, and a group of people is sitting on it.","Yes, there is a bench in the image, and a group of people is sitting on it.",yes,yes,1,1,0
sample_000445,cat,context,random,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000446,chair,context,random,"Yes, there is a chair in the image, and it is located on a boat.","Yes, there is a chair in the image, and it is located on a boat.",yes,yes,1,1,0
sample_000447,bench,context,random,"Yes, there is a bench in the image, and a woman is sitting on it.","Yes, there is a bench in the image, and a woman is sitting on it.",yes,yes,1,1,0
sample_000448,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000449,chair,context,random,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000450,bus,context,random,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000451,chair,context,random,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000454,chair,context,random,"Yes, there is a chair in the image, located in front of the desk.","Yes, there is a chair in the image, and it is positioned in front of the desk.",yes,yes,1,1,0
sample_000455,car,context,random,"Yes, there is a car in the image, parked next to the motorcycle.","Yes, there is a car in the image, parked next to the motorcycle.",yes,yes,1,1,0
sample_000456,bottle,context,random,"Yes, there is a bottle in the image, which is placed next to the plate of food.","Yes, there is a bottle in the image, which is placed next to the plate of food.",yes,yes,1,1,0
sample_000457,bus,context,random,"Yes, there is a bus in the image, and it is parked in a parking lot.","Yes, there is a bus in the image, and it is parked in front of a building.",yes,yes,1,1,0
sample_000458,chair,context,random,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000459,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000460,cat,context,random,"Yes, there is a cat in the image, and it is sitting in the bathroom sink.","Yes, there is a cat in the image, and it is sitting in the bathroom sink.",yes,yes,1,1,0
sample_000461,cat,context,random,"No, there is no cat in the image. The image features a pile of boxes, a desk, and a chair.","No, there is no cat in the image. The image features a pile of boxes, a desk, and a chair.",no,no,0,0,0
sample_000462,chair,context,random,"No, there is no chair in the image. The focus is on the little girl and the person feeding her.","No, there is no chair in the image. The focus is on the little girl and the person feeding her.",no,no,0,0,0
sample_000463,bus,context,random,"Yes, there is a bus in the image, and the two women are standing next to it.","Yes, there is a bus in the image, and the two women are standing next to it.",yes,yes,1,1,0
sample_000464,car,context,random,"Yes, there is a car in the image, and it is parked on the street.","Yes, there is a car in the image, and it is parked on the street.",yes,yes,1,1,0
sample_000465,dog,context,random,"No, there is no dog in the image. The image features a man wearing a Santa hat and a fake beard.","No, there is no dog in the image. The image features a man wearing a Santa hat and holding a stuffed animal.",no,no,0,0,0
sample_000466,dog,context,random,"No, there is no dog in the image. The image features a chair with a floral pattern and a painting on the wall behind it.","No, there is no dog in the image. The image features a chair with a floral pattern and a picture on the wall behind it.",no,no,0,0,0
sample_000467,car,context,random,"Yes, there is a car in the image, and it is parked next to the fire hydrant.","Yes, there is a car in the image, and it is parked on the street next to the fire hydrant.",yes,yes,1,1,0
sample_000468,bottle,context,random,"Yes, there is a bottle in the image, which is placed on the table along with the food.","Yes, there is a bottle in the image, which is placed on the table along with the food.",yes,yes,1,1,0
sample_000469,car,context,random,"Yes, there is a car in the image, parked on the side of the street.","Yes, there is a car in the image, parked on the side of the street.",yes,yes,1,1,0
sample_000470,bottle,context,random,"Yes, there is a bottle in the image, which is placed on the table next to the pizza.","Yes, there is a bottle in the image, which is placed on the table next to the pizza.",yes,yes,1,1,0
sample_000471,chair,context,random,"No, there is no chair in the image. The image features a laptop computer sitting on a bed.","No, there is no chair in the image. The image features a laptop computer sitting on a bed.",no,no,0,0,0
sample_000472,cat,context,random,"Yes, there is a cat in the image, and it is sitting on the motorcycle.","No, there is no cat in the image. The image features a motorcycle parked on a sidewalk.",yes,no,1,0,-1
sample_000473,chair,context,random,"Yes, there is a chair in the image, located in front of a bookshelf.","Yes, there is a chair in the image, located in front of a bookshelf.",yes,yes,1,1,0
sample_000474,chair,context,random,"Yes, there is a chair in the image, located in front of a window.","Yes, there is a chair in the image, located in front of a window.",yes,yes,1,1,0
sample_000475,dog,context,random,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000477,chair,context,random,"Yes, there is a chair in the image, and it is located in the kitchen.","Yes, there is a chair in the image, and it is located in the kitchen.",yes,yes,1,1,0
sample_000479,bus,context,random,"No, there is no bus in the image. The image features a green truck parked in a grassy field.","No, there is no bus in the image. The image features a green truck parked in a grassy field.",no,no,0,0,0
sample_000480,bicycle,context,random,"No, there is no bicycle in the image. The image features a person running on a rocky beach.","No, there is no bicycle in the image. The image features a person running on a rocky beach.",no,no,0,0,0
sample_000481,chair,context,random,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000483,dog,context,random,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000484,dog,context,random,"Yes, there is a dog in the image. It is sitting on a table or a piece of furniture.","Yes, there is a dog in the image. It is sitting on a table or a piece of furniture.",yes,yes,1,1,0
sample_000486,car,context,random,"Yes, there is a car in the image, parked on the side of the street.","Yes, there is a car in the image, parked on the side of the street.",yes,yes,1,1,0
sample_000487,bus,context,random,"Yes, there is a bus in the image, and it is driving past a large building.","Yes, there is a bus in the image, and it is driving past a large building.",yes,yes,1,1,0
sample_000488,car,context,random,"Yes, there is a car in the image, and it is parked next to a large airplane.","Yes, there is a car in the image, and it is parked next to a large airplane.",yes,yes,1,1,0
sample_000489,bicycle,context,random,"No, there is no bicycle in the image. The image features a young boy riding a skateboard.","No, there is no bicycle in the image. The image features a young boy riding a skateboard.",no,no,0,0,0
sample_000490,chair,context,random,"Yes, there is a chair in the image, located in the corner of the room.","Yes, there is a chair in the image, located in the corner of the room.",yes,yes,1,1,0
sample_000491,chair,context,random,"No, there is no chair in the image. The image shows a desk with a laptop, a monitor, and a keyboard.","No, there is no chair in the image. The image shows a desk with a laptop, a monitor, and a keyboard.",no,no,0,0,0
sample_000492,bottle,context,random,"No, there is no bottle in the image. The image features a vase with a flower in it.","No, there is no bottle in the image. The image features a vase with a flower in it.",no,no,0,0,0
sample_000493,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000494,chair,context,random,"Yes, there is a chair in the image, and a man and a little girl are sitting on it.","Yes, there is a chair in the image, and a man and a little girl are sitting on it.",yes,yes,1,1,0
sample_000495,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000496,bench,context,random,"Yes, there is a bench in the image, located on a city street.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000497,chair,context,random,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000499,chair,context,random,"Yes, there is a chair in the image, and it is located next to a row of chairs.","Yes, there is a chair in the image, and it is located next to a row of chairs.",yes,yes,1,1,0
sample_000500,cat,context,random,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000501,car,context,random,"Yes, there is a car in the image, and it is parked in a parking lot.","Yes, there is a car in the image, and it is parked in a parking lot.",yes,yes,1,1,0
sample_000502,bottle,context,random,"No, there is no bottle in the image. The image features a cell phone, a cup, and a table.","No, there is no bottle in the image. The image features a cell phone, a cup, and a table.",no,no,0,0,0
sample_000503,bench,context,random,"No, there is no bench in the image. The image features a field with a stick in the grass.","No, there is no bench in the image. The image features a field with a stick in the grass.",no,no,0,0,0
sample_000504,chair,context,random,"Yes, there is a chair in the image, and the tennis player is standing next to it.","Yes, there is a chair in the image, located near the tennis player who is holding a tennis racket.",yes,yes,1,1,0
sample_000505,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000506,dog,context,random,"No, there is no dog in the image. The image features a soccer ball on the grass.","No, there is no dog in the image. The image features a soccer ball on the grass.",no,no,0,0,0
sample_000507,cat,context,random,"No, there is no cat in the image. The image features a toilet and a sink in a bathroom.","No, there is no cat in the image. The image features a bathroom with a toilet and a sink.",no,no,0,0,0
sample_000508,car,context,random,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000509,car,context,random,"Yes, there is a car in the image, and it is driving down a street.","Yes, there is a car in the image, and it is driving down a street.",yes,yes,1,1,0
sample_000510,bus,context,random,"Yes, there is a bus in the image, parked on the side of the street.","Yes, there is a bus in the image, parked on the side of the street.",yes,yes,1,1,0
sample_000511,bench,context,random,"Yes, there is a bench in the image, and a man is sitting on it.","Yes, there is a bench in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000512,chair,context,random,"Yes, there is a chair in the image, which is located near the dining table.","Yes, there is a chair in the image, which is located near the dining table.",yes,yes,1,1,0
sample_000513,bench,context,random,"Yes, there is a bench in the image, and a man is sitting on it.","Yes, there is a bench in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000514,bottle,context,random,"Yes, there is a bottle in the image, which is placed on the table along with the wine glasses.","Yes, there is a bottle in the image, which is placed on the table along with the wine glasses.",yes,yes,1,1,0
sample_000515,cat,context,random,"No, there is no cat in the image. The image features a laptop computer sitting on a desk.","No, there is no cat in the image. The image features a laptop computer sitting on a desk.",no,no,0,0,0
sample_000516,chair,context,random,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000519,chair,context,random,"Yes, there is a chair in the image, located next to the laptop computer.","Yes, there is a chair in the image, and it is positioned in front of the laptop.",yes,yes,1,1,0
sample_000520,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000521,car,context,random,"Yes, there is a car in the image, and it is parked near the dog playing with the frisbee.","Yes, there is a car in the image, and it is parked near the dog playing with the frisbee.",yes,yes,1,1,0
sample_000522,bottle,context,random,"Yes, there is a bottle in the image, and it is placed on the table.","Yes, there is a bottle in the image, and it is placed next to the plate of food.",yes,yes,1,1,0
sample_000523,chair,context,random,"Yes, there is a chair in the image, and the cat is sitting on top of it.","Yes, there is a chair in the image, and the cat is sitting on top of it.",yes,yes,1,1,0
sample_000524,bus,context,random,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000526,bus,context,random,"Yes, there is a bus in the image, and it is driving down a road.","Yes, there is a bus in the image, and it is driving down a road.",yes,yes,1,1,0
sample_000527,chair,context,random,"Yes, there is a chair in the image, located next to the table where the food is placed.","Yes, there is a chair in the image, located next to the table where the food is placed.",yes,yes,1,1,0
sample_000528,cat,context,random,"No, there is no cat in the image. The image features a dog laying on a bed.","No, there is no cat in the image. The image features a dog laying on a bed.",no,no,0,0,0
sample_000530,car,context,random,"Yes, there is a car in the image, driving under a freeway sign.","Yes, there is a car in the image, driving under a freeway sign.",yes,yes,1,1,0
sample_000532,chair,context,random,"Yes, there is a chair in the image, located next to the table with the laptop and food.","Yes, there is a chair in the image, located next to the table with the laptop and food.",yes,yes,1,1,0
sample_000533,bus,context,random,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000534,bottle,context,random,"Yes, there is a bottle in the image, and it is placed on a table.","Yes, there is a bottle in the image, and it is placed on a table.",yes,yes,1,1,0
sample_000535,chair,context,random,"Yes, there is a chair in the image, located near a table.","Yes, there is a chair in the image, located near a table.",yes,yes,1,1,0
sample_000536,bench,context,random,"Yes, there is a bench in the image, located near a tree in a park.","Yes, there is a bench in the image, located near a tree and surrounded by grass.",yes,yes,1,1,0
sample_000537,bus,context,random,"Yes, there is a bus in the image, and it is parked in a bus station.","Yes, there is a bus in the image, and it is parked in a bus station.",yes,yes,1,1,0
sample_000538,bus,context,random,"No, there is no bus in the image. The image shows a group of people walking on a tarmac near an airplane.","No, there is no bus in the image. The image shows a group of people walking on a tarmac near an airplane.",no,no,0,0,0
sample_000539,car,context,random,"No, there is no car in the image. The focus is on the little girl and the umbrella.","No, there is no car in the image. The focus is on the little girl and the umbrella.",no,no,0,0,0
sample_000540,bottle,context,random,"Yes, there is a bottle in the image, which is placed next to the plate of cake.","Yes, there is a bottle in the image, which is placed next to the plate of cake.",yes,yes,1,1,0
sample_000541,dog,context,random,"No, there is no dog in the image. The image features a woman and a child in a kitchen.","No, there is no dog in the image. The image features a woman and a child in a kitchen.",no,no,0,0,0
sample_000542,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000543,bench,context,random,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000544,cat,context,random,"No, there is no cat in the image. The image features a group of stuffed animals, including a stuffed elephant and a stuffed alligator.","No, there is no cat in the image. The image features a group of stuffed animals, including a stuffed elephant and a stuffed alligator.",no,no,0,0,0
sample_000545,chair,context,random,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image, located in the living room.",yes,yes,1,1,0
sample_000547,dog,context,random,"Yes, there is a dog in the image, and it is sitting in the driver's seat of a yellow vehicle.","Yes, there is a dog in the image, and it is sitting in the driver's seat of a yellow vehicle.",yes,yes,1,1,0
sample_000548,bus,context,random,"Yes, there is a bus in the image, and it is parked next to a building.","Yes, there is a bus in the image, and it is parked next to a building.",yes,yes,1,1,0
sample_000549,bench,context,random,"Yes, there is a bench in the image, located behind the batter.","Yes, there is a bench in the image, located behind the batter.",yes,yes,1,1,0
sample_000550,bench,context,random,"Yes, there is a bench in the image, and it is located next to a brick wall.","Yes, there is a bench in the image, and it is located next to a brick wall.",yes,yes,1,1,0
sample_000551,chair,context,random,"Yes, there is a chair in the image, and it is located next to a bench.","Yes, there is a chair in the image, and it is located next to a bench.",yes,yes,1,1,0
sample_000552,car,context,random,"Yes, there is a car in the image, and it is parked on the street next to the bench.","Yes, there is a car in the image, and it is parked on the street next to the bench.",yes,yes,1,1,0
sample_000553,dog,context,random,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000554,chair,context,random,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000555,car,context,random,"Yes, there is a car in the image, and it is driving down a street.","Yes, there is a car in the image, and it is driving down a street.",yes,yes,1,1,0
sample_000556,chair,context,random,"Yes, there is a chair in the image, and it is sitting under a blue umbrella.","Yes, there is a chair in the image, and it is located on the beach.",yes,yes,1,1,0
sample_000557,car,context,random,"Yes, there is a car in the image, and it is parked near the baseball field where the young boy is playing.","Yes, there is a car in the image, and it is parked near the baseball field where the young boy is playing.",yes,yes,1,1,0
sample_000558,dog,context,random,"No, there is no dog in the image. The image features a cat sitting on a couch.","No, there is no dog in the image. The image features a cat sitting on a couch.",no,no,0,0,0
sample_000559,bottle,context,random,"Yes, there is a bottle in the image, which is placed on the counter next to a blender.","Yes, there is a bottle in the image, which is placed on the counter next to a blender.",yes,yes,1,1,0
sample_000560,chair,context,random,"Yes, there is a chair in the image, located next to the bicycle.","Yes, there is a chair in the image, located next to the bicycle.",yes,yes,1,1,0
sample_000561,chair,context,random,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image, located in the living room.",yes,yes,1,1,0
sample_000563,chair,context,random,"Yes, there is a chair in the image, and it is located next to the plate of food.","Yes, there is a chair in the image, and it is located next to the plate of food.",yes,yes,1,1,0
sample_000564,chair,context,random,"Yes, there is a chair in the image, located in front of a window.","Yes, there is a chair in the image, located in front of a window.",yes,yes,1,1,0
sample_000565,cat,context,random,"Yes, there is a cat in the image, and it is sitting on top of a television.","Yes, there is a cat in the image, and it is sitting on top of a television.",yes,yes,1,1,0
sample_000566,bottle,context,random,"Yes, there is a bottle in the image, which is part of a display of various drinks.","Yes, there is a bottle in the image, which is placed in a refrigerator.",yes,yes,1,1,0
sample_000567,chair,context,random,"Yes, there is a chair in the image, and the child is sitting on it.","Yes, there is a chair in the image, and the child is sitting on it.",yes,yes,1,1,0
sample_000568,bus,context,random,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000570,bicycle,context,random,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image, and it is being ridden by a man.",yes,yes,1,1,0
sample_000571,cat,context,random,"Yes, there is a cat in the image, and it is sitting on the toilet seat.","Yes, there is a cat in the image, and it is sitting on the toilet seat.",yes,yes,1,1,0
sample_000572,cat,context,random,"No, there is no cat in the image. The image features a young child lying in bed and reading a book.","No, there is no cat in the image. The image features a young child lying in bed and reading a book.",no,no,0,0,0
sample_000573,chair,context,random,"Yes, there is a chair in the image, and a cat is sitting on it.","Yes, there is a chair in the image, and a cat is sitting on it.",yes,yes,1,1,0
sample_000574,car,context,random,"Yes, there is a car in the image, and it is parked near the water.","Yes, there is a car in the image, and it is parked near the water.",yes,yes,1,1,0
sample_000575,chair,context,random,"Yes, there is a chair in the image, which is placed next to a couch.","Yes, there is a chair in the image, which is placed next to a pile of luggage.",yes,yes,1,1,0
sample_000577,chair,context,random,"No, there is no chair in the image. The image features a machine that is making donuts.","No, there is no chair in the image. The image features a machine that is making donuts.",no,no,0,0,0
sample_000578,bicycle,context,random,"Yes, there is a bicycle in the image, and it is leaning against a brick wall.","Yes, there is a bicycle in the image, and it is leaning against a brick wall.",yes,yes,1,1,0
sample_000579,chair,context,random,"Yes, there is a chair in the image, and the man is sitting on it while holding a tray of hot dogs.","Yes, there is a chair in the image, and the man is sitting on it while holding a tray of hot dogs.",yes,yes,1,1,0
sample_000580,bottle,context,random,"Yes, there is a bottle in the image, which is placed on a table next to a pizza.","Yes, there is a bottle in the image, which is placed on a table.",yes,yes,1,1,0
sample_000581,chair,context,random,"No, there is no chair in the image. The image features a green refrigerator and a window.","No, there is no chair in the image. The image features a green refrigerator and a window.",no,no,0,0,0
sample_000583,car,context,random,"No, there is no car in the image. The image features a large blue truck driving down a street.","No, there is no car in the image. The image features a large blue truck driving down a city street.",no,no,0,0,0
sample_000584,bicycle,context,random,"Yes, there is a bicycle in the image, and it is being ridden by a man and a boy.","Yes, there is a bicycle in the image, and it is being ridden by a man and a boy.",yes,yes,1,1,0
