sample_id,target_object,prompt,condition,baseline_text,masked_text,baseline_answer_class,masked_answer_class,baseline_correct,masked_correct,accuracy_change
sample_000369,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is shown from the back seat.","Yes, there is a car in the image, and it is shown from the perspective of the back seat.",yes,yes,1,1,0
sample_000370,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and the man is sitting on it.","Yes, there is a chair in the image, and the man is sitting on it.",yes,yes,1,1,0
sample_000371,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000372,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000373,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located in the corner of the room.","Yes, there is a chair in the image, located next to a bed.",yes,yes,1,1,0
sample_000374,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000375,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is driving behind a bus.","Yes, there is a car in the image, and it is driving behind a bus.",yes,yes,1,1,0
sample_000376,chair,Is there a chair in the image?,background,"No, there is no chair in the image. The image features a cake with lit candles on a table.","No, there is no chair in the image. The image features a cake with lit candles on a table.",no,no,0,0,0
sample_000377,car,Is there a car in the image?,background,"Yes, there is a car in the image, parked in front of a building.","Yes, there is a car in the image, and it is parked in front of a building.",yes,yes,1,1,0
sample_000378,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked near the baseball field where the game is taking place.","Yes, there is a car in the image, and it is parked behind the baseball field.",yes,yes,1,1,0
sample_000379,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image, and it is being worked on by a man and a woman.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000380,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000381,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image, located under the umbrella.","Yes, there is a bench in the image, located in the middle of a yard.",yes,yes,1,1,0
sample_000382,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000383,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image, located in the middle of the room.","Yes, there is a bench in the image, located in the middle of the room.",yes,yes,1,1,0
sample_000384,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000385,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down a city street.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000387,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is located near the horses and the people riding them.","Yes, there is a car in the image, and the jockey is riding the horse in front of it.",yes,yes,1,1,0
sample_000388,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000389,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000390,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and it is located next to the plate of food.","Yes, there is a chair in the image, and it is located next to the plate of food.",yes,yes,1,1,0
sample_000391,bottle,Is there a bottle in the image?,background,"No, there is no bottle in the image. The image features a toaster with a face drawn on it, placed on a tiled floor.","No, there is no bottle in the image. The image features a toaster oven with a face drawn on it, and a pair of tongs.",no,no,0,0,0
sample_000392,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000393,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000394,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is placed next to a laptop computer.","Yes, there is a bottle in the image, which is placed next to a laptop computer.",yes,yes,1,1,0
sample_000395,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000396,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down a city street.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000397,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and a woman is sitting in it.","Yes, there is a chair in the image, and a woman is sitting in it.",yes,yes,1,1,0
sample_000398,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and a young boy is sitting on it.","Yes, there is a chair in the image, and a child is sitting on it.",yes,yes,1,1,0
sample_000399,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is parked in a parking lot.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000400,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down a city street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000403,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is a beer bottle.","Yes, there is a bottle in the image, which is placed on the table along with the plates of food.",yes,yes,1,1,0
sample_000404,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is placed next to a slice of pizza on a wooden cutting board.","Yes, there is a bottle in the image, which is placed next to a slice of pizza on a table.",yes,yes,1,1,0
sample_000405,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000406,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image, and it is standing next to a person.",yes,yes,1,1,0
sample_000407,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000408,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image, and it is looking at the camera.","No, there is no cat in the image. The image features a person with red hair and a shirt, standing in front of a refrigerator.",yes,no,1,0,-1
sample_000409,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and a group of people is standing around it.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000410,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image, which is a couch.",yes,yes,1,1,0
sample_000411,chair,Is there a chair in the image?,background,"No, there is no chair in the image. The image features a plate of food on a table.","No, there is no chair in the image. The image features a plate of food on a table, with a fork and a knife nearby.",no,no,0,0,0
sample_000412,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and the dog is sitting on it.","Yes, there is a chair in the image, and the dog is sitting on it.",yes,yes,1,1,0
sample_000413,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000414,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000415,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and it is located in a restaurant.","Yes, there is a chair in the image, and it is located next to a table.",yes,yes,1,1,0
sample_000416,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000417,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000418,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000419,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image, located in a garden setting.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000420,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked on the side of the street.",Yes,yes,yes,1,1,0
sample_000421,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000422,car,Is there a car in the image?,background,"Yes, there is a car in the image, and the skateboarders are riding past it.",Yes,yes,yes,1,1,0
sample_000423,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000424,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and a little girl is sitting in it.","Yes, there is a chair in the image, and a baby is sitting in it.",yes,yes,1,1,0
sample_000425,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and a young girl is standing next to it.","Yes, there is a chair in the image, and the girl is standing in front of it.",yes,yes,1,1,0
sample_000426,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000427,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked on the side of the street.","Yes, there is a car in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000430,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image. It is a yellow bus driving down a street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000431,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image, located in the living room.","Yes, there is a bicycle in the image, and it is located in the living room.",yes,yes,1,1,0
sample_000432,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000433,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000434,car,Is there a car in the image?,background,"Yes, there is a car in the image, which is involved in an accident and is sitting in the snow.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000435,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and a man is sitting in it.","Yes, there is a chair in the image, and a woman is sitting on it.",yes,yes,1,1,0
sample_000436,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image, and it is sticking its head out of the car window.","Yes, there is a dog in the image, and it is looking out of the window of a car.",yes,yes,1,1,0
sample_000437,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000438,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is placed next to the plate of food.","Yes, there is a bottle in the image, which is placed next to the plate of food.",yes,yes,1,1,0
sample_000439,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked next to the bicycles.","Yes, there is a car in the image, and it is parked next to the man and the bicycle.",yes,yes,1,1,0
sample_000440,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located near the child who is holding a toothbrush.","Yes, there is a chair in the image, located near the couch.",yes,yes,1,1,0
sample_000441,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located in the kitchen.","Yes, there is a chair in the image, located in the corner of the room.",yes,yes,1,1,0
sample_000442,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located in front of a wooden cabinet.","Yes, there is a chair in the image, which is located next to a table.",yes,yes,1,1,0
sample_000443,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image. It is a white chair with a patterned seat.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000444,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image, and a group of people is sitting on it.","Yes, there is a bench in the image, and it is located next to a table where a group of people is sitting.",yes,yes,1,1,0
sample_000445,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000446,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image, which is located near the water.",yes,yes,1,1,0
sample_000447,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000448,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000449,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000450,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000451,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the girl is sitting on it while eating a sandwich.",yes,yes,1,1,0
sample_000454,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and it is positioned in front of the desk.","Yes, there is a chair in the image, and it is positioned in front of a desk.",yes,yes,1,1,0
sample_000455,car,Is there a car in the image?,background,"Yes, there is a car in the image, parked next to the motorcycle.","Yes, there is a car in the image, and it is parked next to a motorcycle.",yes,yes,1,1,0
sample_000456,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is placed next to the plate of food.","Yes, there is a bottle in the image, which is placed next to the plate of food.",yes,yes,1,1,0
sample_000457,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is parked in front of a building.","Yes, there is a bus in the image, parked in a parking lot.",yes,yes,1,1,0
sample_000458,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000459,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image, and a woman is sitting on it.",yes,yes,1,1,0
sample_000460,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image, and it is sitting in a sink.",yes,yes,1,1,0
sample_000461,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000462,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and a little girl is sitting on it.","No, there is no chair in the image. The image features a little girl and a woman sitting at a table.",yes,no,1,0,-1
sample_000463,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and the two women are standing next to it.","Yes, there is a bus in the image, and the two women are standing in front of it.",yes,yes,1,1,0
sample_000464,car,Is there a car in the image?,background,"Yes, there is a car in the image, parked on the street next to the fire hydrant.","Yes, there is a car in the image, and it is parked next to a fire hydrant.",yes,yes,1,1,0
sample_000465,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image, and it is wearing a Santa hat.",yes,yes,1,1,0
sample_000466,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image, sitting on a chair.","No, there is no dog in the image. The image features a chair with a floral pattern and a painting of a lake in the background.",yes,no,1,0,-1
sample_000467,car,Is there a car in the image?,background,"Yes, there is a car in the image, parked on the side of the road.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000468,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is placed on the table along with the sandwiches and other food items.","Yes, there is a bottle in the image, which is placed next to a plate of food.",yes,yes,1,1,0
sample_000469,car,Is there a car in the image?,background,"Yes, there is a car in the image, parked on the side of the street.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000470,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is placed on the table.","Yes, there is a bottle in the image, which is placed on the table.",yes,yes,1,1,0
sample_000471,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000472,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image, and it is standing next to a motorcycle.",yes,yes,1,1,0
sample_000473,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, which is a red chair.","Yes, there is a chair in the image, which is red and located in front of a bookshelf.",yes,yes,1,1,0
sample_000474,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image, located in front of a window.",yes,yes,1,1,0
sample_000475,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000477,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and it is located in the kitchen.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000479,bus,Is there a bus in the image?,background,"No, there is no bus in the image. The image features a truck with a green hood and a green bed.","No, there is no bus in the image. The image features a truck, specifically a green pickup truck.",no,no,0,0,0
sample_000480,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000481,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000483,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000484,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000486,car,Is there a car in the image?,background,"Yes, there is a car in the image, parked on the side of the street.","Yes, there is a car in the image, parked next to the clock.",yes,yes,1,1,0
sample_000487,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000488,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked next to a large airplane.","Yes, there is a car in the image, and it is parked next to a large airplane.",yes,yes,1,1,0
sample_000489,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image, and the boy is standing next to it.",Yes,yes,yes,1,1,0
sample_000490,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, which is placed in front of a couch.","Yes, there is a chair in the image, which is located in a corner of the room.",yes,yes,1,1,0
sample_000491,chair,Is there a chair in the image?,background,"No, there is no chair in the image. The image shows a desk with a laptop, a monitor, and a keyboard.","No, there is no chair in the image. The image shows a desk with a laptop, a keyboard, and a picture.",no,no,0,0,0
sample_000492,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, and it is sitting on a table.","No, there is no bottle in the image. The image features a black and white picture of a white object, which is a toothbrush.",yes,no,1,0,-1
sample_000493,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image where the man is sitting.",yes,yes,1,1,0
sample_000494,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and a man and a little girl are sitting on it.","Yes, there is a chair in the image, and a man and a little girl are sitting on it.",yes,yes,1,1,0
sample_000495,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000496,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image, located on the sidewalk.",yes,yes,1,1,0
sample_000497,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000499,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and it is located next to a bicycle.","Yes, there is a chair in the image, and it is located next to a bicycle.",yes,yes,1,1,0
sample_000500,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000501,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked in front of a building.","Yes, there is a car in the image, and it is parked in front of a building.",yes,yes,1,1,0
sample_000502,bottle,Is there a bottle in the image?,background,"No, there is no bottle in the image. The image features a cell phone, a cup, and a piece of paper on a table.","No, there is no bottle in the image. The image features a cell phone, a cup, and a wooden table.",no,no,0,0,0
sample_000503,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000504,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and the man is standing next to it.","Yes, there is a chair in the image, and the man is standing next to it.",yes,yes,1,1,0
sample_000505,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000506,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000507,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image, and it is sitting on the toilet seat.","No, there is no cat in the image. The image features a bathroom with a toilet and a sink.",yes,no,1,0,-1
sample_000508,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000509,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is driving down a street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000510,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, parked on the side of the road.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000511,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image, and a man is sitting on it.","No, there is no bench in the image. The image features a man with a white shirt and a red collar.",yes,no,1,0,-1
sample_000512,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, which is located in front of a dining table.","Yes, there is a chair in the image, which is located in front of a table.",yes,yes,1,1,0
sample_000513,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000514,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is placed on the table along with the wine glass.","Yes, there is a bottle in the image, which is placed on the table along with the wine glass.",yes,yes,1,1,0
sample_000515,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000516,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and a man is sitting in it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000519,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and it is positioned in front of the laptop.","Yes, there is a chair in the image, and it is positioned in front of the laptop.",yes,yes,1,1,0
sample_000520,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000521,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked near the dog playing with the frisbee.","Yes, there is a car in the image, and it is parked near a tree.",yes,yes,1,1,0
sample_000522,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, and it is placed on the table next to the person.","Yes, there is a bottle in the image, and it is placed on the table next to the person.",yes,yes,1,1,0
sample_000523,chair,Is there a chair in the image?,background,"No, there is no chair in the image. The cat is sitting on a table.","Yes, there is a chair in the image, and the cat is sitting on top of it.",no,yes,0,1,1
sample_000524,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000526,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image. It is a yellow and blue bus driving down a street.","Yes, there is a bus in the image, and it is driving down a road.",yes,yes,1,1,0
sample_000527,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and it is placed near a table.","Yes, there is a chair in the image, and it is placed next to a table.",yes,yes,1,1,0
sample_000528,cat,Is there a cat in the image?,background,"No, there is no cat in the image. The image features a dog laying on a bed.","No, there is no cat in the image. The image features a dog laying on a bed.",no,no,0,0,0
sample_000530,car,Is there a car in the image?,background,"Yes, there is a car in the image, driving under a freeway sign.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000532,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located next to the table with the laptop and food.","Yes, there is a chair in the image, and it is located next to the table.",yes,yes,1,1,0
sample_000533,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000534,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, and it is placed on a table.","Yes, there is a bottle in the image, and it is placed on a table.",yes,yes,1,1,0
sample_000535,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, which is located in a living room.","Yes, there is a chair in the image, which is located in front of a window.",yes,yes,1,1,0
sample_000536,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000537,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is parked at a bus stop.","Yes, there is a bus in the image, and it is parked at a train station.",yes,yes,1,1,0
sample_000538,bus,Is there a bus in the image?,background,"No, there is no bus in the image. The image features a large airplane on the tarmac with people walking around it.",No,no,no,0,0,0
sample_000539,car,Is there a car in the image?,background,"Yes, there is a car in the image, and the little girl is standing next to it.","Yes, there is a car in the image, and it is parked on the street.",yes,yes,1,1,0
sample_000540,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is a can of beer.","Yes, there is a bottle in the image, which is placed next to the plate of cake.",yes,yes,1,1,0
sample_000541,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image, and it is laying on the floor.","Yes, there is a dog in the image, and it is laying on the floor.",yes,yes,1,1,0
sample_000542,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000543,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image, and two people are sitting on it.",yes,yes,1,1,0
sample_000544,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000545,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image, which is located in the living room.",yes,yes,1,1,0
sample_000547,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image, and it is sitting in the driver's seat of a yellow construction vehicle.","Yes, there is a dog in the image, and it is sitting in the back of a truck.",yes,yes,1,1,0
sample_000548,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000549,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image, and a young boy is swinging a bat near it.","Yes, there is a bench in the image, and the boy is swinging a bat in front of it.",yes,yes,1,1,0
sample_000550,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000551,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and it is located in a park.",Yes,yes,yes,1,1,0
sample_000552,car,Is there a car in the image?,background,"Yes, there is a car in the image, parked on the street next to the bench.","Yes, there is a car in the image, parked next to the bench.",yes,yes,1,1,0
sample_000553,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000554,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000555,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is driving down a busy street.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000556,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000557,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked behind the baseball field where the young boy is playing.",Yes,yes,yes,1,1,0
sample_000558,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image, lying on a couch next to a cat.",yes,yes,1,1,0
sample_000559,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is placed on the counter next to a blender.","Yes, there is a bottle in the image, which is placed on a countertop.",yes,yes,1,1,0
sample_000560,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located next to the bicycle.","Yes, there is a chair in the image, and it is located next to the bicycle.",yes,yes,1,1,0
sample_000561,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, which is located in the living room.","Yes, there is a chair in the image, which is located next to a wall.",yes,yes,1,1,0
sample_000563,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and it is located next to the plate of food.","Yes, there is a chair in the image, and it is located next to the plate of food.",yes,yes,1,1,0
sample_000564,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located in front of a window.","Yes, there is a chair in the image, which is located in front of a window.",yes,yes,1,1,0
sample_000565,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image, and it is sitting on top of a television.","Yes, there is a cat in the image, and it is sitting on top of a television.",yes,yes,1,1,0
sample_000566,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, and it is sitting on a shelf.","Yes, there is a bottle in the image, and it is sitting on a shelf.",yes,yes,1,1,0
