sample_id,target_object,prompt,uncertainty_condition,random_condition,uncertainty_text,random_text,uncertainty_answer_class,random_answer_class,uncertainty_hallucinated,random_hallucinated,paired_advantage
sample_000570,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image, and it is being ridden by a man.",yes,yes,1,1,0
sample_000571,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image, and it is sitting on the toilet seat.","Yes, there is a cat in the image, and it is sitting on the toilet seat.",yes,yes,1,1,0
sample_000572,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a young child lying in bed and reading a book.","No, there is no cat in the image. The image features a young child lying in bed and reading a book.",no,no,0,0,0
sample_000573,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and a cat is sitting on it.","Yes, there is a chair in the image, and a cat is sitting on it.",yes,yes,1,1,0
sample_000574,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked near the water.","Yes, there is a car in the image, and it is parked near the water.",yes,yes,1,1,0
sample_000575,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, which is placed next to a couch.","Yes, there is a chair in the image, which is placed next to a pile of luggage.",yes,yes,1,1,0
sample_000577,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The image features a machine that is making donuts.","No, there is no chair in the image. The image features a machine that is making donuts.",no,no,0,0,0
sample_000578,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image, and it is leaning against a brick wall.","Yes, there is a bicycle in the image, and it is leaning against a brick wall.",yes,yes,1,1,0
sample_000579,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and the man is sitting on it while holding a tray of hot dogs.","Yes, there is a chair in the image, and the man is sitting on it while holding a tray of hot dogs.",yes,yes,1,1,0
sample_000580,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, which is placed on a table next to a pizza.","Yes, there is a bottle in the image, which is placed on a table.",yes,yes,1,1,0
sample_000581,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The image features a green refrigerator and a window.","No, there is no chair in the image. The image features a green refrigerator and a window.",no,no,0,0,0
sample_000583,car,Is there a car in the image?,context,random_context,"No, there is no car in the image. The image features a large blue truck driving down a street.","No, there is no car in the image. The image features a large blue truck driving down a city street.",no,no,0,0,0
sample_000584,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image, and it is being ridden by a man and a boy.","Yes, there is a bicycle in the image, and it is being ridden by a man and a boy.",yes,yes,1,1,0
sample_000585,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000586,bicycle,Is there a bicycle in the image?,context,random_context,"No, there is no bicycle in the image. The image features a train car with a window, a door, and a bench.","No, there is no bicycle in the image. The image features a train car with a door and a window.",no,no,0,0,0
sample_000587,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image, and it is walking past a bicycle.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000588,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located in front of the couch.","Yes, there is a chair in the image, located in front of the couch.",yes,yes,1,1,0
sample_000590,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image. It is sitting on top of a car.","Yes, there is a dog in the image. It is sitting on top of a car.",yes,yes,1,1,0
sample_000591,dog,Is there a dog in the image?,context,random_context,"No, there is no dog in the image. The image features a cat sitting on a wooden floor.","No, there is no dog in the image. The image features a cat sitting on a wooden floor.",no,no,0,0,0
sample_000592,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, which is parked next to a building.","Yes, there is a car in the image, parked next to a building.",yes,yes,1,1,0
sample_000594,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The focus is on the man holding a baby and the woman holding a cake.","No, there is no chair in the image. The focus is on the man holding a baby and the woman holding a cake.",no,no,0,0,0
sample_000595,car,Is there a car in the image?,context,random_context,"No, there is no car in the image. The image features a baseball player swinging a bat on a baseball field.","No, there is no car in the image. The image features a baseball player swinging a bat on a baseball field.",no,no,0,0,0
sample_000596,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and the person is sitting on it.","Yes, there is a chair in the image, and the person is sitting on it.",yes,yes,1,1,0
sample_000598,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image, and it is parked in a room with a group of people.","Yes, there is a bicycle in the image, and it is parked in a room with a group of people.",yes,yes,1,1,0
sample_000599,bus,Is there a bus in the image?,context,random_context,"No, there is no bus in the image. The image features a street with cars and traffic lights.","No, there is no bus in the image. The image features a street with cars and traffic lights.",no,no,0,0,0
sample_000600,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is parked on the side of the street.","Yes, there is a bus in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000601,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located in the kitchen.","Yes, there is a chair in the image, located in the kitchen.",yes,yes,1,1,0
sample_000602,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and a group of people is sitting on it.","Yes, there is a bench in the image, and a group of people is sitting on it.",yes,yes,1,1,0
sample_000603,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and the child is standing next to it.","Yes, there is a chair in the image, and a young boy is standing next to it.",yes,yes,1,1,0
sample_000604,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The image shows a living room with a table and a bookshelf.","No, there is no chair in the image. The image features a table and a doorway.",no,no,0,0,0
sample_000605,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and the skateboarder is riding past it.","Yes, there is a car in the image, and the skateboarder is riding past it.",yes,yes,1,1,0
sample_000606,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The image features a young boy pushing a suitcase.","No, there is no chair in the image. The image features a young boy pushing a suitcase.",no,no,0,0,0
sample_000607,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","No, there is no cat in the image. The image features a person's shadow on a bedspread.",yes,no,1,0,-1
sample_000610,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image, and a man is standing next to it.","Yes, there is a bicycle in the image, and it is leaning against a wall.",yes,yes,1,1,0
sample_000611,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down a busy street.","Yes, there is a bus in the image, and it is driving down a busy street.",yes,yes,1,1,0
sample_000612,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image, and a man is riding it down the road.","Yes, there is a bicycle in the image, and a man is riding it down the road.",yes,yes,1,1,0
sample_000614,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked on the side of the street.","Yes, there is a car in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000616,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located in front of the television.","Yes, there is a chair in the image, located in front of the television.",yes,yes,1,1,0
sample_000617,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and the man is sitting in it.","Yes, there is a chair in the image, and the man is sitting in it.",yes,yes,1,1,0
sample_000618,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a person sitting on a chair in a room.","No, there is no cat in the image. The image features a chair, a table, and a couch in a living room.",no,no,0,0,0
sample_000619,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000620,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is driving past a building with a blue police box.","Yes, there is a car in the image, and it is driving past a building with a blue police box.",yes,yes,1,1,0
sample_000621,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000622,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and it is positioned in front of the desk.","Yes, there is a chair in the image, and it is positioned in front of the desk.",yes,yes,1,1,0
sample_000624,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked on the street.","Yes, there is a car in the image, and it is parked on the street.",yes,yes,1,1,0
sample_000625,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000626,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, which is driving down a busy city street.","Yes, there is a car in the image, which is driving down a busy city street.",yes,yes,1,1,0
sample_000627,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked next to the red bus.","Yes, there is a car in the image, and it is parked next to the red bus.",yes,yes,1,1,0
sample_000628,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000629,dog,Is there a dog in the image?,context,random_context,"No, there is no dog in the image. The image features a woman and a child in a car, and a group of people standing around a pool.","No, there is no dog in the image. The image features a woman and a child in a car, and a group of people standing near a pool.",no,no,0,0,0
sample_000632,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and it is located next to a table.","Yes, there is a chair in the image, and it is located next to a table.",yes,yes,1,1,0
sample_000634,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The image features a table with a television, a potted plant, and a bunch of books.","No, there is no chair in the image. The image features a table with a television, a potted plant, and a bunch of books.",no,no,0,0,0
sample_000635,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and the man is standing next to it.","Yes, there is a chair in the image, and the man is standing next to it.",yes,yes,1,1,0
sample_000636,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000062,bottle,Is there a bottle in the image?,background,random_background,"No, there is no bottle in the image. The image features two men standing next to each other, with one of them holding a pair of scissors.","No, there is no bottle in the image. The image features two men standing next to each other, with one of them holding a pair of scissors.",no,no,0,0,0
sample_000068,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000069,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000073,cat,Is there a cat in the image?,background,random_background,"No, there is no cat in the image. The image features a close-up of a bunch of white balls.","No, there is no cat in the image. The image features a close-up of a blurry picture of a white object, possibly a cloud or a white surface.",no,no,0,0,0
sample_000077,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000079,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, sitting in front of a television.","Yes, there is a cat in the image, sitting in front of a television.",yes,yes,1,1,0
sample_000080,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, and it is laying on a bed.","Yes, there is a cat in the image, and it is laying on a bed.",yes,yes,1,1,0
sample_000081,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, and it is sitting on a table.","Yes, there is a cat in the image, and it is sitting on a table.",yes,yes,1,1,0
sample_000084,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, and it is sitting on a wooden table.","Yes, there is a cat in the image, and it is sitting on a table.",yes,yes,1,1,0
sample_000085,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image, sitting in front of a television.","Yes, there is a dog in the image, sitting in front of a television.",yes,yes,1,1,0
sample_000086,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is parked on the side of the road.","Yes, there is a bus in the image, and it is parked on the side of the road.",yes,yes,1,1,0
sample_000088,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, and it is sitting on a table.","Yes, there is a cat in the image, and it is sitting on a table.",yes,yes,1,1,0
sample_000090,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000092,bus,Is there a bus in the image?,background,random_background,"No, there is no bus in the image. The image features a car driving down a dark street.","No, there is no bus in the image. The image features a car driving down a dark street.",no,no,0,0,0
sample_000093,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image, and it is visible through the car window.","Yes, there is a dog in the image, and it is in the back seat of a car.",yes,yes,1,1,0
sample_000094,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image.","Yes, there is a dog in the image, and it is sitting on a bench.",yes,yes,1,1,0
sample_000095,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image.","No, there is no bus in the image. The image features a building with a blue sky in the background.",yes,no,1,0,-1
sample_000096,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image, and a person is sitting on it.","Yes, there is a bench in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000097,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is parked in a grassy area.","Yes, there is a bus in the image, and it is parked in a grassy area.",yes,yes,1,1,0
sample_000098,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is parked on the street.","Yes, there is a car in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000099,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is parked in a parking lot.","Yes, there is a car in the image, and it is parked in a parking lot.",yes,yes,1,1,0
sample_000100,bench,Is there a bench in the image?,background,random_background,"No, there is no bench in the image. The image features a truck and a trailer, which are parked in a dirt lot.","No, there is no bench in the image. The image features a truck, a trailer, and a tire.",no,no,0,0,0
sample_000101,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000102,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is parked on the side of the street.","Yes, there is a bus in the image, and it is parked on the side of the road.",yes,yes,1,1,0
sample_000103,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is parked on the street.","Yes, there is a car in the image, and it is parked on the side of the road.",yes,yes,1,1,0
sample_000104,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image, and it is standing next to a fire hydrant.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000105,bicycle,Is there a bicycle in the image?,background,random_background,"Yes, there is a bicycle in the image, and it is being ridden by a person.","Yes, there is a bicycle in the image, and it is parked on the sidewalk.",yes,yes,1,1,0
sample_000106,cat,Is there a cat in the image?,background,random_background,"No, there is no cat in the image. The image features a couch with a table and a bowl on it.","No, there is no cat in the image. The image features a couch with a table and a bowl on it.",no,no,0,0,0
sample_000107,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is parked at a bus stop.","Yes, there is a bus in the image, and it is parked at a bus stop.",yes,yes,1,1,0
sample_000108,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000109,cat,Is there a cat in the image?,background,random_background,"No, there is no cat in the image. The image features a person's hand and a cat's paw.","No, there is no cat in the image. The image features a person's hand and a cat's paw.",no,no,0,0,0
sample_000110,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image, and it is laying on a bed with blankets.","Yes, there is a dog in the image, and it is laying on a bed with blankets.",yes,yes,1,1,0
sample_000111,bus,Is there a bus in the image?,background,random_background,No,"No, there is no bus in the image. The image features a car driving down a street.",no,no,0,0,0
sample_000112,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000113,bottle,Is there a bottle in the image?,background,random_background,"Yes, there is a bottle in the image, and it is placed on a table.","Yes, there is a bottle in the image, and it is placed on a table.",yes,yes,1,1,0
sample_000114,cat,Is there a cat in the image?,background,random_background,"No, there is no cat in the image. The image features a person's hand holding a suitcase, and there are also some magazines and a book in the suitcase.","No, there is no cat in the image. The image features a person holding a suitcase and a magazine.",no,no,0,0,0
sample_000115,car,Is there a car in the image?,background,random_background,"No, there is no car in the image. The image features a cat sitting on a surface.","No, there is no car in the image. The image features a cat sitting on a surface.",no,no,0,0,0
sample_000116,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image, and the stuffed animals are sitting on it.","Yes, there is a bench in the image, and the two stuffed animals are sitting on it.",yes,yes,1,1,0
sample_000117,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image.","Yes, there is a dog in the image, and it is sitting on a wooden floor.",yes,yes,1,1,0
sample_000118,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000119,cat,Is there a cat in the image?,background,random_background,"No, there is no cat in the image. The image features a dog and a cat statue.","No, there is no cat in the image. The image features a dog and a cat statue.",no,no,0,0,0
sample_000120,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, and it is sitting on the edge of a sink.","Yes, there is a cat in the image, and it is sitting on the edge of a sink.",yes,yes,1,1,0
sample_000121,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000122,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is passing by a train.","Yes, there is a car in the image, and it is driving next to a train.",yes,yes,1,1,0
sample_000123,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is parked in a parking lot.","Yes, there is a car in the image, and it is parked in a parking lot.",yes,yes,1,1,0
sample_000124,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000125,bus,Is there a bus in the image?,background,random_background,"No, there is no bus in the image. The image features a building with a skylight, a reflection of a building, and a view of a building's interior.","No, there is no bus in the image. The image features a large building with a skylight, and the light is shining through it.",no,no,0,0,0
sample_000126,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down a street.",yes,yes,1,1,0
sample_000127,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is parked in front of a tall building.","Yes, there is a bus in the image, and it is parked in front of a tall building.",yes,yes,1,1,0
sample_000128,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000129,car,Is there a car in the image?,background,random_background,"No, there is no car in the image. The image features a man standing in front of a pile of carrots and potatoes.","No, there is no car in the image. The image features a man standing in front of a pile of carrots and potatoes.",no,no,0,0,0
sample_000130,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, and a cat is sitting on it.","Yes, there is a chair in the image, and a cat is sitting on it.",yes,yes,1,1,0
sample_000131,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000132,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is driving down a street.","Yes, there is a bus in the image, and it is driving down a street.",yes,yes,1,1,0
sample_000133,bottle,Is there a bottle in the image?,background,random_background,"No, there is no bottle in the image. The image features a dog laying on a carpet.","No, there is no bottle in the image. The image features a dog laying on a carpet.",no,no,0,0,0
sample_000134,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, and it is sitting on a desk next to a laptop.","No, there is no cat in the image. The image features a laptop computer sitting on a wooden desk.",yes,no,1,0,-1
sample_000135,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, and the cat is sitting on it.","Yes, there is a chair in the image, and the cat is sitting on it.",yes,yes,1,1,0
sample_000136,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000137,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000138,bicycle,Is there a bicycle in the image?,background,random_background,"Yes, there is a bicycle in the image, and a man is standing next to it.","Yes, there is a bicycle in the image, and it is parked next to a fire hydrant.",yes,yes,1,1,0
sample_000139,car,Is there a car in the image?,background,random_background,"No, there is no car in the image. The image features a table with plates, glasses, and food.","No, there is no car in the image. The image features a table with plates, glasses, and food.",no,no,0,0,0
sample_000140,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000141,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image.","Yes, there is a dog in the image, and the man is holding it.",yes,yes,1,1,0
sample_000142,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image, and it is standing on the beach.","Yes, there is a dog in the image, and it is standing on the beach.",yes,yes,1,1,0
sample_000143,dog,Is there a dog in the image?,background,random_background,"No, there is no dog in the image. The image features a person holding a suitcase and a magazine.","No, there is no dog in the image. The image features a person holding a suitcase and a magazine.",no,no,0,0,0
sample_000144,dog,Is there a dog in the image?,background,random_background,"No, there is no dog in the image. The image features a horse standing in a grassy field.","No, there is no dog in the image. The image features a horse standing in a grassy field.",no,no,0,0,0
sample_000145,bench,Is there a bench in the image?,background,random_background,"No, there is no bench in the image. The image features a brick wall and a dark background.","No, there is no bench in the image. The image features a wall with a brick pattern and a dark background.",no,no,0,0,0
sample_000146,bus,Is there a bus in the image?,background,random_background,"No, there is no bus in the image. The image features a car driving down a street in front of a building.","No, there is no bus in the image. The image features a car driving down a street in front of a building.",no,no,0,0,0
sample_000147,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000148,bicycle,Is there a bicycle in the image?,background,random_background,"No, there is no bicycle in the image. The image features a motorcycle parked next to a red car.","No, there is no bicycle in the image. The image features a man standing next to a motorcycle.",no,no,0,0,0
sample_000149,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000150,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is parked on the side of the road.","Yes, there is a bus in the image, and it is parked on the side of the road.",yes,yes,1,1,0
sample_000151,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, and it is sitting on top of the suitcase.","Yes, there is a cat in the image, and it is sitting on top of the suitcase.",yes,yes,1,1,0
sample_000152,dog,Is there a dog in the image?,background,random_background,"No, there is no dog in the image. The image features a laptop computer sitting on a bed.","Yes, there is a dog in the image, and it is laying on a bed with a laptop computer.",no,yes,0,1,1
sample_000153,dog,Is there a dog in the image?,background,random_background,"No, there is no dog in the image. The image features a blue ball on a table.","No, there is no dog in the image. The image features a blue ball, a red pen, and a piece of paper on a table.",no,no,0,0,0
sample_000154,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, and it is located inside a bus.","Yes, there is a chair in the image, and it is located inside a bus.",yes,yes,1,1,0
sample_000155,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image. It is lying on a couch, and it appears to be sleeping.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000156,car,Is there a car in the image?,background,random_background,"No, there is no car in the image. The image features a boy on a skateboard, a bicycle, and a road.","No, there is no car in the image. The image features a young boy on a skateboard.",no,no,0,0,0
sample_000157,bicycle,Is there a bicycle in the image?,background,random_background,"Yes, there is a bicycle in the image, and a woman is sitting on it.","Yes, there is a bicycle in the image, and a woman is sitting on it.",yes,yes,1,1,0
sample_000158,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is parked on a dirt road.","Yes, there is a car in the image, and it is parked on a dirt road.",yes,yes,1,1,0
sample_000159,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000160,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image where the two people are sitting.","Yes, there is a bench in the image where the two people are sitting.",yes,yes,1,1,0
sample_000161,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, and it is looking out of a window.","Yes, there is a cat in the image, and it is looking out of a window.",yes,yes,1,1,0
sample_000162,bench,Is there a bench in the image?,background,random_background,"No, there is no bench in the image. The image features a dog standing on a sidewalk near a tree.","No, there is no bench in the image. The image features a dog standing on a sidewalk next to a tree.",no,no,0,0,0
sample_000163,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image, and it is located next to a potted plant.","Yes, there is a bench in the image. It is located next to a potted plant.",yes,yes,1,1,0
sample_000164,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, and it is sitting on top of a sink.","Yes, there is a cat in the image, sitting on top of a bathroom sink.",yes,yes,1,1,0
sample_000165,bicycle,Is there a bicycle in the image?,background,random_background,"Yes, there is a bicycle in the image, which is parked on a wooden floor.","Yes, there is a bicycle in the image, which is parked on a wooden floor.",yes,yes,1,1,0
sample_000166,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image, and it is laying on top of a laptop computer.","Yes, there is a cat in the image, and it is laying on top of a laptop computer.",yes,yes,1,1,0
sample_000167,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and the man is pushing a luggage cart next to it.","Yes, there is a car in the image, and the man is pushing a cart with a car on it.",yes,yes,1,1,0
sample_000168,bottle,Is there a bottle in the image?,background,random_background,"Yes, there is a bottle in the image, and it is placed next to a sandwich.","Yes, there is a bottle in the image, and it is placed next to a sandwich.",yes,yes,1,1,0
sample_000169,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000170,dog,Is there a dog in the image?,background,random_background,"No, there is no dog in the image. The image features a bed with a blanket and a pillow.","No, there is no dog in the image. The image features a bed with a blanket and a pillow.",no,no,0,0,0
sample_000171,bus,Is there a bus in the image?,background,random_background,"No, there is no bus in the image. The image features a car driving down a wet road.","No, there is no bus in the image. The image features a car driving down a wet road.",no,no,0,0,0
sample_000172,car,Is there a car in the image?,background,random_background,"No, there is no car in the image. The image features a horse and a dog walking down a road.","No, there is no car in the image. The image features two horses walking down a road.",no,no,0,0,0
sample_000173,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image, and it is laying on a blanket.","Yes, there is a dog in the image, and it is laying on a pile of blankets.",yes,yes,1,1,0
sample_000174,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, and it is positioned in front of the desk.","Yes, there is a chair in the image, located next to the desk.",yes,yes,1,1,0
sample_000175,cat,Is there a cat in the image?,background,random_background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000176,chair,Is there a chair in the image?,background,random_background,"No, there is no chair in the image. The woman is sitting on a brick wall.","Yes, there is a chair in the image, and the woman is sitting on it.",no,yes,0,1,1
sample_000177,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000178,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, and the two children are sitting on it.","Yes, there is a chair in the image, and a little girl is sitting on it.",yes,yes,1,1,0
sample_000179,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is driving next to a bus.","Yes, there is a car in the image, and it is driving down the street next to a bus.",yes,yes,1,1,0
sample_000180,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image, and it is laying on the floor next to the person.","Yes, there is a dog in the image, and it is laying on the floor next to the person.",yes,yes,1,1,0
sample_000181,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image, and a woman is sitting on it.","Yes, there is a bench in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000182,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image, and it is sitting in a cage.","Yes, there is a dog in the image, and it is sitting in a cage.",yes,yes,1,1,0
